studyid,fechaa1,r_a1,fechaa2,r_a2,fechaa3,r_a3,fechab1,r_b1,fechab2,r_b2,fechab3,r_b3,fechac1,r_c1,fechac2,r_c2,fechac3,r_c3,fechad1,r_d1,fechad2,r_d2,fechad3,r_d3,fechae1,r_e1,fechae2,r_e2,fechae3,r_e3,fechaf1,r_f1,fechaf2,r_f2,fechaf3,r_f3,fechag1,r_g1,fechag2,r_g2,fechag3,r_g3,fechah1,r_h1,fechah2,r_h2,fechah3,r_h3,fechai1,r_i1,fechai2,r_i2,fechai3,r_i3,fechaj1,r_j1,fechaj2,r_j2,fechaj3,r_j3,fechak1,r_k1,fechak2,r_k2,fechak3,r_k3,ms_a,h_ini,m_ini,p1,p2,p3_1,p3_2,p4a,p4b,p5a,p5b,p6,p7,p8a,p8b,p9a,p9b,p9c,p10a,p10b,p11,p12_1,p12_2,p12_3,p13_a,p13_b,p14,p15,p16,p17,p18,p19,p20,p21_a,p21_b,p22,p23,p24,p25,p26,p27_a,p27_b,p28,p29,p30_a,p30_b,p31_a,p31_b,p32,p33_1,p33_2,p33_3,p34_1,p34_2,p34_3,p35_a,p35_b,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,h_ter,m_ter,min,weight,rp1,d1lc394,rp67,rp3_1,encue,sup,edo,muni,ageb,nreg,nciudad,cd,loca,date1,cases,total,muni_r
319,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,13,16,1,3,2,2,2,2,2,2,45,1,2,2,1,1,2,2,4,2,2,2,2,7,7,2,1,1,1,2,1,2,2,1,2,2,1,2,1,4,4,3,12,47,9,12,9,2,1,2,2,1,1,1,11,9,2,1,1,2,2,4,3,4,1,3,1,1,3,1,2,7,7,7,2,7,2,7,7,1,1,1,3,5,7,2,1,4,13,38,22,1.57,1,3,3,1,1070,14,28,21,047-0,1,4,1,76,31200,1,1,2821
320,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,13,40,5,2,2,2,2,2,8,2,26,1,4,4,1,1,2,4,2,3,3,3,3,32,9,3,1,1,1,2,1,2,3,1,2,2,1,2,3,4,4,3,13,9,9,12,9,3,1,8,2,1,8,8,36,9,2,1,2,7,1,4,3,3,1,3,1,1,4,1,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,2,1,4,14,2,22,.68,4,2,3,1,1070,14,28,21,047-0,1,4,1,76,31200,1,1,2821
321,31200,4, ,0, ,0,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,43,4,3,3,2,3,2,2,2,26,1,2,2,8,8,8,4,2,2,2,1,1,7,7,2,1,2,7,7,1,2,3,1,2,2,1,2,3,4,4,3,12,9,9,12,9,3,1,8,2,1,9,2,11,9,2,1,1,2,2,2,3,4,1,2,1,1,3,1,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,9,1,4,19,5,22,.79,4,3,3,2,1070,14,28,21,066-3,1,4,1,76,31200,1,1,2821
322,31200,5, ,0, ,0,31200,5, ,0, ,0,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,19,48,3,4,2,2,2,2,1,1,19,1,1,2,1,2,2,4,2,2,3,1,3,11,32,2,2,2,7,7,1,2,2,1,3,2,1,1,1,4,4,3,13,38,72,20,14,2,1,2,2,2,1,1,29,42,2,1,2,7,2,2,4,3,1,2,1,1,3,1,2,7,7,7,2,7,2,7,7,1,2,1,4,3,7,2,1,4,20,10,22,.77,3,4,3,1,1070,14,28,21,066-3,1,4,1,76,31200,1,1,2821
323,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,20,18,1,3,2,2,2,2,1,2,12,2,1,3,2,1,2,1,2,2,1,1,1,7,7,2,1,2,7,7,1,2,2,1,2,2,1,2,1,4,4,3,13,40,53,67,13,2,1,1,1,1,1,2,36,9,2,1,1,1,2,4,2,3,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,1,1,1,3,5,7,2,1,4,20,40,22,1.84,1,3,3,1,1070,14,28,21,066-3,1,4,1,76,31200,1,1,2821
324,31200,7, ,0, ,0,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,19,10,4,3,2,2,2,2,2,2,20,3,2,1,1,1,2,4,2,2,2,2,1,7,7,3,2,1,1,3,1,2,1,3,3,3,1,3,3,4,4,3,13,11,9,33,9,3,1,1,1,1,2,1,48,9,2,1,1,2,1,3,3,4,2,2,1,1,1,1,2,7,7,7,2,7,1,2,7,1,1,1,3,5,7,1,1,3,19,34,24,1.08,4,3,2,1,1051,14,28,21,066-3,1,4,1,76,31200,1,1,2821
325,31200,5, ,0, ,0,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,19,52,3,4,3,8,3,8,8,2,12,1,3,1,2,2,2,4,4,1,2,1,1,7,7,1,1,1,1,2,1,2,3,1,4,7,1,3,1,4,4,3,13,53,9,11,68,1,1,1,1,1,1,1,11,9,1,1,1,2,2,3,4,4,2,3,1,1,1,1,2,7,7,7,2,7,2,7,7,5,2,1,4,3,7,1,1,4,20,20,28,.77,3,4,3,2,1051,14,28,21,066-3,1,4,1,76,31200,1,1,2821
326,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,3,20,59,1,4,2,2,1,3,2,2,26,3,1,1,2,2,2,4,2,2,2,3,2,7,7,2,1,1,2,7,1,2,3,1,3,2,3,3,1,4,4,3,12,38,59,20,61,1,1,2,2,1,1,1,35,9,1,3,1,1,2,2,3,3,1,4,1,1,1,1,2,7,7,7,1,2,2,7,7,5,2,1,3,5,7,1,1,4,21,26,27,1.56,1,4,3,1,1051,14,28,21,066-3,1,4,1,76,31200,1,1,2821
327,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,21,30,5,4,2,2,3,1,2,2,53,1,3,1,2,1,2,2,1,1,2,1,4,11,9,1,1,1,1,2,1,2,4,3,3,3,1,2,1,4,4,3,13,31,78,20,9,1,2,2,2,2,1,2,16,9,2,1,2,7,2,4,4,4,2,1,1,1,3,1,2,7,7,7,2,7,2,7,7,1,2,1,1,2,7,1,1,4,21,58,28,.79,4,4,3,1,1051,14,28,21,066-3,1,4,1,76,31200,1,1,2821
328,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,20,1,2,4,2,2,2,2,3,2,32,3,8,8,1,1,1,2,2,3,2,3,4,32,26,3,3,1,1,3,1,2,4,1,8,7,3,2,1,4,4,4,40,40,9,46,9,4,1,2,2,2,2,1,29,9,2,1,2,7,1,8,4,2,1,3,1,1,11,1,2,7,7,7,1,2,2,7,7,9,2,1,3,2,7,2,1,3,20,30,29,.98,2,4,2,1,1051,14,28,21,066-3,1,4,1,76,31200,1,1,2821
329,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,21,0,4,2,2,8,2,8,8,2,11,2,2,2,2,2,2,8,4,1,1,1,1,7,7,3,2,2,7,7,1,2,2,1,2,2,1,2,1,4,4,3,12,11,9,61,9,2,1,1,1,1,1,1,36,42,2,1,2,7,2,2,2,3,1,3,1,1,3,1,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,2,1,4,21,26,26,.79,4,2,3,1,1070,14,28,21,066-3,1,4,1,76,31200,1,1,2821
330,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,21,35,2,2,3,8,2,2,2,2,9,2,3,1,1,1,2,4,4,1,2,1,1,7,7,2,2,2,7,7,2,2,2,1,1,2,1,3,1,4,4,3,13,8,9,13,20,3,1,2,2,1,1,2,16,9,2,1,2,7,2,4,4,4,1,2,1,1,3,1,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,2,1,4,21,55,20,.98,2,2,3,2,1070,14,28,21,066-3,1,4,1,76,31200,1,1,2821
201,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,10,34,2,3,2,3,2,2,2,2,12,1,1,1,1,1,2,4,2,1,1,1,2,7,7,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,3,13,8,9,55,9,2,1,1,2,1,1,1,8,9,5,4,2,7,2,3,3,3,2,3,1,1,5,1,2,7,7,7,1,2,1,2,7,5,2,2,7,7,1,1,1,3,11,10,36,1.04,2,3,2,1,1086,13,28,32,034-7,1,3,4,26,31200,1,1,2832
202,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,10,35,2,3,2,8,8,2,8,2,12,2,4,4,8,2,2,4,3,2,4,8,8,7,7,3,1,2,7,7,1,2,3,1,1,2,1,2,2,1,4,5,7,38,11,61,15,2,1,1,8,1,2,2,9,9,1,2,1,1,1,4,3,3,2,1,2,2,4,1,1,3,2,1,1,1,1,1,2,4,2,1,1,5,7,1,1,3,11,5,30,1.04,2,3,2,1,1076,13,28,32,034-7,1,3,4,26,31200,1,1,2832
203,21200,6,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,11,15,1,2,2,2,2,2,2,2,8,2,2,2,2,2,2,4,3,2,2,2,2,7,7,4,2,2,7,7,1,2,1,1,2,2,1,2,1,4,3,8,7,12,38,12,20,2,1,1,1,1,1,1,8,9,5,2,1,1,1,3,3,3,2,4,1,1,4,1,1,3,2,2,2,7,2,7,7,4,1,2,7,7,4,2,13,3,11,35,20,1.96,1,2,2,1,1076,13,28,32,034-7,1,3,4,26,31200,1,1,2832
204,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,10,37,3,3,2,8,3,8,2,2,39,1,1,1,2,2,2,2,2,2,2,2,1,7,7,2,1,1,1,2,1,2,3,1,2,2,1,2,1,4,4,3,11,9,9,15,61,4,1,1,1,1,1,1,8,9,1,2,1,2,2,2,2,4,1,3,1,1,5,2,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,2,1,4,11,0,23,.83,3,3,3,1,1004,13,28,32,034-7,1,3,4,26,31200,1,1,2832
205,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,11,4,3,3,3,2,1,1,2,2,12,1,1,3,2,1,1,4,4,3,3,3,5,7,7,2,1,1,1,2,2,1,3,1,2,1,1,3,1,4,4,3,13,72,9,20,12,3,1,1,2,1,1,1,11,9,5,1,1,2,2,3,4,4,1,2,1,1,5,1,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,2,1,4,11,36,32,.83,3,3,3,2,1004,13,28,32,034-7,1,3,4,26,31200,1,1,2832
206,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,11,48,4,4,2,2,3,2,2,2,8,2,8,1,2,1,1,3,2,3,2,2,2,7,7,2,2,1,1,2,2,2,2,3,1,2,2,2,3,1,1,1,7,18,9,20,53,2,1,2,1,1,1,1,8,9,2,2,2,7,1,2,4,4,1,2,1,1,3,1,2,7,7,7,1,1,2,7,2,1,1,1,3,2,7,2,1,3,12,16,28,1.16,4,4,2,1,1076,13,28,32,034-7,1,3,4,26,31200,1,1,2832
207,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,11,20,2,4,2,2,2,2,2,2,38,1,1,2,2,2,1,2,8,2,8,8,8,7,7,4,1,1,2,7,2,2,3,1,2,2,1,3,1,4,4,3,8,25,46,20,9,3,1,1,1,1,2,1,35,11,3,2,2,7,1,2,3,4,1,4,1,1,5,2,2,7,7,7,2,7,1,1,1,1,2,2,7,7,1,1,1,3,11,41,21,1.04,2,4,2,1,1086,13,28,32,034-7,1,3,4,26,21200,1,1,2832
208,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,11,50,1,3,3,2,3,8,2,2,8,2,2,1,1,2,2,4,2,3,2,1,2,7,7,3,2,1,2,7,1,2,2,4,1,3,2,4,3,3,8,3,11,72,9,8,9,9,1,1,1,2,1,1,8,9,9,2,1,2,2,1,3,3,1,3,1,1,2,1,2,7,7,7,1,1,2,7,1,1,2,1,3,5,7,2,1,3,12,15,25,1.67,1,3,2,2,1086,13,28,32,034-7,1,3,4,26,31200,1,1,2832
209,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,11,50,1,3,4,2,3,2,2,3,32,1,3,3,2,2,2,1,5,4,2,1,4,11,17,1,3,1,1,5,3,2,3,1,3,4,1,3,1,4,4,3,13,78,32,39,33,3,1,1,2,1,1,8,28,42,3,1,2,7,1,4,4,4,2,1,1,1,7,1,2,7,7,7,1,2,1,2,7,5,2,1,3,5,7,1,13,4,12,33,43,1.67,1,3,3,2,1004,13,28,32,034-7,1,3,4,26,31200,1,1,2832
210,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,12,40,5,1,2,8,2,3,2,2,12,1,3,2,2,2,1,4,1,3,3,2,5,7,7,2,4,2,7,7,2,2,3,2,3,2,1,4,1,4,4,3,11,66,9,15,12,2,8,8,8,1,2,8,8,9,4,2,1,2,2,2,3,3,1,2,1,1,5,1,2,7,7,7,2,7,2,7,7,2,2,2,7,7,1,2,1,4,13,10,30,.84,4,2,3,1,1004,13,28,32,034-7,1,3,4,26,31200,1,1,2832
211,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,14,1,3,2,1,2,1,1,1,2,39,1,2,1,1,1,1,2,2,2,2,1,2,7,7,2,1,2,7,7,2,2,2,1,2,3,1,2,1,4,4,3,11,84,9,12,9,3,1,1,1,1,1,1,11,9,1,2,1,1,2,4,2,1,1,1,1,1,5,2,2,7,7,7,2,7,2,7,7,2,2,1,4,6,7,1,13,3,14,33,32,.73,3,2,2,1,1004,13,28,32,142-A,1,3,4,26,31200,1,1,2832
212,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,14,40,1,3,2,2,2,2,2,1,12,1,2,1,1,2,2,2,1,2,3,2,2,7,7,2,1,1,1,5,2,2,3,2,3,1,1,2,1,4,4,3,11,31,19,15,33,2,1,1,1,1,1,2,8,9,1,1,1,1,2,3,2,3,1,2,1,1,5,2,2,7,7,7,2,7,2,7,7,1,1,2,7,7,4,1,13,4,15,10,30,1.73,1,3,3,1,1004,13,28,32,142-A,1,3,4,26,31200,1,1,2832
213,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,14,1,5,2,2,2,2,2,2,2,53,2,2,2,2,2,2,4,4,2,2,2,2,7,7,2,1,2,7,7,2,2,1,1,1,1,1,1,1,4,4,3,11,46,9,11,9,3,1,1,1,1,1,2,11,9,2,1,2,7,3,2,1,3,2,2,1,1,2,1,1,2,2,3,2,7,1,1,1,5,2,2,7,7,1,1,1,3,14,32,31,.75,4,2,2,1,1076,13,28,32,142-A,1,3,4,26,31200,1,1,2832
214,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,14,40,2,3,2,2,2,2,2,2,19,2,2,2,2,2,2,4,2,1,2,2,2,7,7,8,1,2,7,7,1,1,1,1,1,1,1,1,1,4,4,3,11,11,12,12,39,2,1,1,1,1,1,1,8,9,3,1,2,7,2,3,2,8,1,2,1,1,2,1,2,7,7,7,2,7,2,7,7,2,2,1,3,5,7,2,1,4,15,12,32,.92,2,3,3,1,1076,13,28,32,142-A,1,3,4,26,31200,1,1,2832
215,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,14,10,2,3,1,2,2,3,2,1,20,2,2,1,2,1,2,4,2,2,2,1,1,7,7,2,1,1,2,7,2,1,2,2,2,2,1,2,1,4,2,3,11,53,40,61,9,2,1,1,1,1,2,1,8,9,3,1,1,2,3,2,2,3,2,2,2,2,4,1,2,7,7,7,1,2,1,2,7,1,2,2,7,7,1,2,1,3,14,45,35,.92,2,3,2,1,1086,13,28,32,142-A,1,3,4,26,31200,1,1,2832
216,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,15,34,4,2,2,2,2,1,2,2,12,1,3,1,2,1,1,2,8,1,2,1,2,7,7,2,3,1,1,2,2,2,3,3,2,2,1,8,1,4,4,3,11,84,9,27,9,3,1,2,2,1,2,1,11,9,1,1,1,1,1,1,2,3,1,2,2,1,3,2,2,7,7,7,1,2,2,7,7,1,1,1,3,5,7,2,1,4,16,16,42,1.02,4,2,3,1,1004,13,28,32,142-A,1,3,4,26,31200,1,1,2832
217,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,15,35,4,3,1,2,2,1,3,1,38,3,2,1,1,2,2,2,5,2,3,3,2,7,7,3,2,2,7,7,3,2,2,3,2,2,2,1,2,4,4,5,7,73,9,61,9,2,1,1,1,2,1,1,11,9,3,4,1,1,3,3,4,3,1,3,1,2,4,1,2,7,7,7,1,2,1,1,2,2,2,1,3,3,7,1,3,3,16,15,40,.75,4,3,2,1,1086,13,28,32,142-A,1,3,4,26,31200,1,1,2832
218,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,16,20,4,3,2,1,2,2,2,2,12,1,3,1,1,1,2,2,2,2,2,1,2,7,7,3,2,1,1,2,2,2,3,2,3,2,1,8,1,4,4,3,11,32,9,20,9,2,1,2,2,1,2,2,11,9,1,1,1,2,2,4,2,4,1,2,1,1,3,1,2,7,7,7,2,7,2,7,7,2,2,2,7,7,1,1,1,3,17,0,40,.75,4,3,2,1,1086,13,28,32,142-A,1,3,4,26,31200,1,1,2832
219,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,15,42,4,2,2,2,3,3,2,2,8,2,3,3,2,2,2,2,2,2,1,1,1,7,7,3,1,2,7,7,2,2,1,1,1,1,1,2,1,4,4,4,50,66,38,11,9,3,1,1,2,1,1,1,35,9,4,2,2,7,1,2,4,3,2,2,1,1,3,1,2,7,7,7,2,7,2,7,7,5,1,2,7,7,4,2,13,4,16,9,27,1.02,4,2,3,1,1076,13,28,32,142-A,1,3,4,26,31200,1,1,2832
220,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,16,15,4,3,2,2,2,2,2,2,11,2,2,3,2,2,2,4,4,1,2,2,2,7,7,2,2,1,1,5,2,2,3,3,1,1,1,1,1,4,4,3,11,32,9,20,9,2,1,1,1,1,1,1,9,9,2,1,2,7,1,3,4,2,2,2,1,1,3,1,2,7,7,7,2,7,2,7,7,1,2,1,2,1,7,2,1,4,16,43,28,.75,4,3,3,1,1076,13,28,32,142-A,1,3,4,26,31200,1,1,2832
221,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,17,10,4,2,1,2,3,1,2,1,38,2,4,1,1,2,1,2,5,3,2,1,2,7,7,2,1,2,7,7,1,2,2,3,2,3,3,2,2,4,4,4,50,32,9,61,9,3,2,1,1,1,1,1,8,9,5,1,2,7,3,3,4,2,2,2,1,2,4,2,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,1,1,3,17,35,25,.69,4,2,2,1,1086,13,28,32,072-2,1,3,4,26,31200,1,1,2832
222,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,3,2,3,2,2,3,1,2,2,39,1,2,1,1,1,1,2,1,2,3,2,2,7,7,2,3,1,1,5,2,2,2,3,3,2,1,3,2,4,3,3,11,18,9,12,9,3,1,1,2,2,1,2,8,9,1,1,2,7,8,2,3,3,2,3,1,1,4,1,1,3,3,2,2,7,2,7,7,2,2,1,4,3,7,2,1,3,17,30,27,.86,2,3,2,1,1004,13,28,32,072-2,1,3,4,26,31200,1,1,2832
223,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,17,40,1,3,1,2,1,1,1,2,39,1,3,1,1,2,1,2,2,1,1,1,1,7,7,1,2,1,1,1,2,2,3,2,3,1,1,8,2,4,4,3,11,25,46,61,39,3,2,2,2,2,2,2,36,9,2,1,1,1,2,3,2,2,1,1,1,1,4,1,2,7,7,7,2,7,2,7,7,2,2,2,7,7,2,1,2,3,18,15,35,1.37,1,3,2,1,1004,13,28,32,072-2,1,3,4,26,31200,1,1,2832
224,31200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,3,1,2,2,2,3,3,3,8,46,3,3,2,2,2,2,4,2,2,1,2,1,7,7,2,2,2,7,7,1,2,1,1,1,1,1,2,2,1,1,3,11,11,90,33,9,4,1,1,1,1,1,1,8,9,4,2,2,7,2,3,2,2,2,4,1,1,4,1,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,2,1,4,17,34,31,1.37,1,2,3,1,1076,13,28,32,072-2,1,3,4,26,31200,1,1,2832
