pais,idnum,uniq_id,estratop,estratos,prov,cluster,ur,tamano,idiomaq,fecha,wt,q1,q2y,q2,ls3,a4,soct2,idio2,np1,np2,sgl1,cp4a,cp5,cp6,cp7,cp8,cp13,cp20,cpss1,it1,l1,prot3,jc10,jc13,jc15a,vic1ext,vic1exta,vic2,vic2aa,vic1hoga,mexvic10,mexvic_1,mexvic_2,mexvic_3,mexvic_4,pole2n,aoj11,pese1,pese2,aoj17,aoj12,aoj22,b1,b2,b3,b4,b6,b10a,b12,b13,b18,b20,b20a,b21,b21a,b32,b47a,n9,n11,n15,b3milx,mil3,mil4,pr3a,pr3b,pr3c,pr3d,pr3e,pr4,m1,sd2new2,sd3new2,sd6new2,infrax,coer1,ros1,ros4,ing4,eff1,eff2,mil7,env1,dst1,pn4,w14a,e5,e15,e3,e16,d1,d2,d3,d4,d5,d6,per4,per9,dem2,dem11,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7,diso7,diso8,diso10,diso18,diso14,diso16,diso17,vicbar1,vicbar1f,vicbar3,vicbar4,vicbar7,fear10,vic44,vic43,vicziz14,fear6e,fear6f,vb1,inf1,vb2,vb3n,vb4new,vb101,vb10,vb11,pol1,vb20,clien1n,clien1na,for1n,for4,for5,for6,for7,for6b,for7b,mil10a,mil10c,mil10e,vol207n,vol208n,dvw1,dvw2,wf1,cct1b,mex121,mex122a,mex122b,mex122c,mex122d,mex122e,mex123a,mex123b,mex124,mex125,ed,ed2,q3c,q5b,ocup4a,ocup1a,q10new,q10g,q10a,q14,q10d,q10e,q11n,q12c,q12bn,q12,etid,leng1,leng4,mexetid1,www1,gi0,gi1,gix4,gi4,gi7,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r1,r16,r26,colorr,sexi,colori,national,formatq,sex,gi7r
1,dc00ffcf-dc63-4e1b-87b8-523df90e7d5f-e7eca055be57c8f34344335,14011311,102,1,114,542,1,2,1,1/26/2014,1,1,1966,48,2,15,3,2,2,2,4,2,4,4,4,4,4, ,4, ,5,2,2,2,2,2, , , ,2,3,3,4,4,2,3,2, ,2,4,4,3,1,1,2,2,1,2,1,1,1,4, ,1,2,3,1,1,1,1,3,1,3,1,3,4,3,7,2,5,4,4,2,3,1,1,7,4,2,7,7,2,3,4,1,6,2,3,10,7,10,8,9,6,4,3,7,2,2,0,0,0, ,0, , , ,0,1,3,5, ,5,5,4,4,2, ,2,2,2,0,0,0,2,4,3,1,1,1, , , ,2, ,4, ,1,2,4,1,14,4, ,1,1,3,4,3,5,4,3,3,2,2,4,1,3,3,2,2,1,4,2,1,16,5,4,4,1,3, , ,2,2,2,2,2,2,0,0,2,101,1,2,1,1,1,1,1, ,1,1,1, ,1,1,0,1,1,1,1,1,1,1,4,2,2,1,2,1, 
1,a5004568-11b9-41cd-afef-8c8c6dd9ed61-6dcfb319af12a81543413162,14011015,103,1,115,692,1,1,1,2/2/2014,1,1,1982,32,1,5,3,2,2,2,3,2,4,3,4,2,4, ,4,2,7,2,1,1,1,2, , , ,2,4,3,4,3,2,2,2,2,2,4,2,3,6,4,5,6,5,4,5,4,5,5,4,2,1,5,2,3,3,2,5,5,6,1,5,5,2,5,5,5,2,2,2,2,4,6,5,6,5,5,5,2,3,3,2,1,3,2,2,2,4,3,3,6,7,2,6,2,2,0,0,0, ,0, , ,0,0,1,5,4,1,4,2,1,3,2, ,1,2,2,1,0,0,2,2,1,1,1,1,101, , ,2, ,3,3,2,2,4,7,10,2,2,2,2,2,4,3,5,5,3,2,2,2,4,3,3,3,6,2,3,1,1,2,6,2,1,2,1,2,13,7,2,2,2,1,2,3,1,1, ,101,1,2,5,4, , , , ,1,0,1,0,1,1,0,1,1,0,0,1,0,1,5,1,3,1,2,1, 
1,5154f21a-59b4-4032-956e-bc5b1562afd2-af3686b5961117b543428110,14010511,103,1,109,282,1,1,1,1/30/2014,1,2,1993,21,1,5,2,2,2,2,3,2,4,2,4,4,4,4,2,1,5,2,2,2,2,1,1,3,3,2,2,3,4,3,2,3,2,3,2,3,2,2,5,5,5,5,6,4,4,5,4,4,1,1,3,3,4,2,3,3,5,1,3,1,3,4,5,6,3,3,2,2, ,2,4,1,5,7,3,2,5,1,1,3,1,10,5,2,1,5,5,6,5,6,7,3,5,2,2,0,0,0, ,0, , , ,0,1,5,4, ,5,4,5,5,1,3, , , ,0,0,0,1,2,2,1,1,1,101, , ,1,102,3, ,2,2,4,1,2,1,4,1,4,2, ,4,4,3,3,3,2,2,4,1, , , ,2,1,2,1,2,9,2,1,2,1,2, ,9,2,2,2,3,1,4,0,0,2,101,1,2,2,2,1,1,1, ,1,1,1,1,1,1,0,1,1,0,0,1,1,1,4,1,6,1,2,2, 
1,815b9ca6-1ff2-4722-9a89-86c0ffb3a00c-af3686b5961117b54334887,14010708,103,1,115,632,1,1,1,1/29/2014,1,1,1982,32,1,15,3,2,2,2,3,2,4,4,4,4,4, ,4,3,3,2,2,2,2,2, , , ,2,2,3,2,2,2,4,3,1,2,2,2,3,4,5,5,4,5,4,4,4,4,5,1,4,5,4,5,4,4,5,4,4,3,4,4,3,4,4,5,3,3,3,2,2,3,2,2,4,5,5,6,3,1,2,1,5,4,3,1,5,6,1,2,5,7,4,7,1,2,0,0,0, ,0, , , ,1,3,1,1,2,3,2,2,2,1,3,1,2,1,1,0,0,1,1,1,1,1,1,101, , ,2, ,2,3,2,2,4,6, ,2,2,1,2,3,3,3,5,3,3,3,2,2,2,1,3,3,4,4,5,4,5,1,9, ,1,2,1,4,2,2,2,2,3,2,2,6,2,3,2,101,1,2,5,2, , ,1, ,1,0,1,1,1,1,0,1,1,1,0,1,0,1,4,1,6,1,2,1, 
1,5690d04f-71f7-4865-bc3e-c8944849b67c-d7efc2b1b3b1deb64341847,14010549,101,1,124,1032,1,2,1,2/3/2014,1,1,1982,32,1,13,3,3,1,2,5,1,3,4,4,4,3, ,3,2,3,1,2,2,1,1,1,11,3,2,3,2,4,2,2,4,2,3,1,3,4,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,4,3,1,6,5,2,5,3,4,2,2,1,1,7,3,1,7,2,3,2,4,1,5,6,7,8,10,10,5,10,10,10,2,6,1,2,1,0,0, ,0, ,0, ,0,2,4,4,4,4,4,2,3,1,3,2,2,2,0,0,0,2,4,3,1,1,1, , , ,2, ,1,3,1,2,4,1,10,2,4,1,5,2, ,4,5,5,3,2,2,2,4,1,3,4,3,3,7, ,1,1,16,6,4,4,1,2,14,8,2,2,3,3,1,3,0,0,2,101,1,2,1,1,1,1,1,60,1,1,1,1,1,1,0,1,1,1,1,1,0,1,2,2,2,1,2,1,0
1,4594c2be-acfe-4c9e-905d-832ec2d6ce69-39e0106f0cd97fc44334847,14010448,103,1,115,572,1,1,1,2/1/2014,1,1,1980,34,2,70,2,2,2,1,4,2,1,1,2,4,4, ,4,2,8,2,2,2,2,2, , , ,2,3,2,4,2,2,2,2,1,1,1,3,1,2,6,3,4,2,3,5,2,3,5,5,2,2,2,5,1,2,2,3,2,2,2,3,3,4,6,5,4,4,4,3,3,2,2,3,5,2,6,5,1,1,3,2,8,4,1,2,10,9,6,7,9,3,4,5,1,2,0,0,0,0,0, , , ,0,1,1,1,1,2,1,2,3,1,2,1,2,1,1,0,0,2,2,3,1,1,1,103, , ,2, ,2,3,1,2,1,5,2,1,4,1,5,3,3,1,5,3,3,3,1,2,4,3,4,3,6,1,5,4,1,1,16,2,1,1,1,4,14,12,2,2,1,2,1,4,0,0,2,101,1,1,1,1,1,1,1, ,1,0,1,0,1,0,0,1,1,1,0,1,0,1,5,1,6,1,2,1, 
1,f7ba8105-b031-421c-bb01-dfc9a7299d57-84c479efb4368e374343067,14011487,102,3,118,822,1,5,1,1/29/2014,1,2,1978,36,1,3,3,2,2,1,3,2,4,1,4,4,4,4,4,1,7,1,1,1,2,2, , , ,1,2,2,4,2,2,2,1,3,2,4,1,1,5,6,7,5,4,7,7,6,4,6,4,4,2,2,5,3,4,4,6,2,1,1,6,6,2,1,5,3,2,2,2,3,4,7,7,7,7,5,7,3,1,2,1,10,1,1,1,10,7,4,1,10,10,1,7,2,2,0,1,0, ,0,0,0, ,0,1,2,2,1,2,1,1,2,2, ,1,1,2,1,0,0,2,1,1,1,1,1,101, , ,1,102,2,2,2,2,4,1,1,1,4,1,2,2,2,2,5,3,3,3,1,1,1,7,7,7,6,6,4,5,5,1,14,1,1,1,1,1,14,8,2,2,1,2,2,8,3,1,2,101,1,2,1,2,1,1,1,64,1,1,1,1,1,1,0,1,1,1,1,1,0,1,3,1,5,1,2,2,0
1,4b43c85f-69b7-4d19-9ac2-0f32805ff5f7-5e4420df4621713f4344240,14010470,102,3,114,501,1,4,1,1/28/2014,1,1, , ,2,15,3,3,2,2,5,2,4,4,4,4,4, ,4,3, ,2,1,1,2,2, , , ,2,3,3,4,4,2, ,3,3,3,4,3,2,3,5,2,3,5,2,7,1,2,7,1,3,1,5,3,1,3,2,7,7,7,1,5,4,5,2,4,5,2,2,2,2,4,1,5,5,1,5,7,2,2,3,2,4,1,1,4,9,3,4,5,5,5,1,7,2,2,0,0,0, ,0, , ,0,0,1,5,4,3,3,3,5,5,2, ,2,2,2,0,0,1,4,2,1,1,1,1,103, , ,2, ,2,3,1,2,4,4,6,2,4,2,2,3,4,2,5,3,3,2,2,2,5,3,4,4,5,1,3,5,1,2,12,0,1,1,1,2,15,13,2,1,2,2,2,7,2,5,2,101,1,1,5,4,1,1,1,54,1,1,1,2,1,1,0,1,1,0,0,1,1,1,6,2,4,1,2,1,0
1,ab55fce1-d9ed-4305-a171-053793aad91b-dec52e5d3e0027443454149,14011033,102,1,111,371,1,2,1,2/2/2014,1,1,1950,64,1,5,3,3,2,2,4,1,3,1,4,4,4, ,4,2,6,2,2,2,2,2, , , ,1,2,2,3,3,2,3,2,2,1,2,3,3,2,7,5,3,4,4,4,3,2,7,1,3,4,4,3,3,3,4,4,2,4,7,7,7,5,3,4,2,2,3,3,2,3,7,6,4,3,4,1,3,1,1,1,2,2,2,2,4,4,5,4,3,3,6,6,2,2,0,0,0, ,0, ,0, ,0,1,2,2,3,2,2,2,2,2, ,2,2,2,1,0,1,2,2,2,1,1,2, ,77, ,2, ,3,3,2,2,4,1,1,1,4,2,2,2,4,3,4,4,3,3,2,2,4,3,3,4,5,3,2,1,3,2,6,0,1,1,1,1,12,13,2,2,3,2,2,3,0,4,2,101,1,2,5,2,1,1,1, ,1,1, ,0,1,1,0,1,1,0,0,1,0,1,6,2,9,1,2,1, 
1,53a14d59-e577-453f-9714-057e6ae5d5e9-af3686b5961117b543411160,14010532,103,1,115,581,1,1,1,2/4/2014,1,1,1987,27,1,5,3,3,2,2,3,2,4,4,3,4,4, ,4,4,5,2,1,1,2,2, , , ,2,3,2,4,4,2,4,3,2,1,3,3,2,3,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,7,1,1,1,1,7,3,4,4,3,3,4,4,1,5,3,1,6,7,3,2,3,1,9,2,1,8,7,8,7,7,1,1,3,6,3,1,1,0,0, ,0, , , ,0,1,1,1,1,5,1,1,1,1,2,1,1,1,1,0,1,3,2, ,1,1,1,101, , ,2, ,3, ,2,2,4,4,4,1,2,1,2,3,4,2,4,5,3,2,2,2,5,1, ,1,3,1,5,2,5,2,9, ,1,3,1,4,10,10,2,2,3,3,2,8,1,1,2,101,1,2,4,1,1,2,1, ,1,0,1,0,1,0,0,1,1,0,0,1,0,1,4,1,6,1,2,1, 
1,45eb34b2-0458-4f66-8653-557e46a3df13-d215cdf59326734f4345955,14010455,103,1,109,232,1,1,1,1/30/2014,1,2,1954,60,2,5, ,2,2,2,2,2,4,2,3,4,4,4,4,3,6,2,2,1,1,2, , , ,2,1,1,4,3,2,3,3,3,2,3,3,2,4,6,3,5,7,6,2,4,2,1,1,3,5,4,3,2,4,4,2,3,1,1,2,1,1,2,5,2,1,1,2,2,4,7,4,5,1,1,4,1,1,3,2,1,1,1,2,2,4,1,1,4,1,1,7,2,2,0,0,0,0, , ,0, ,0,1,1,3,3,4,1,3,4,1,3,2,1,1,1,0,0,2,1,3,1,1,1,101, , ,2, ,4,2,1,2,4,4,2,2,4,1,2,3,3,3,5,3,3,2,2,2,2,4,4,2,7,6,3,1,3,2,9,0,1,3,5, ,4, ,2,2,4,2,2,2,0,4,2,101,1,2,5,3,1,2,1, ,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,2,4,1,2,2, 
1,4594c2be-acfe-4c9e-905d-832ec2d6ce69-39e0106f0cd97fc44334839,14010440,103,1,115,571,1,1,1,2/1/2014,1,2,1993,21,2,1,3,2,2,2,5,2,4,1,2,4,2,4,4,4,1,2,1,1,2,1,12,2,4,1,4,4,4,3,2,4,2,2,1,1,2,3,4,5,4,3,7,4,7,4,1,1,7,4,1,3,4,1,1,1,4,7,7,1,7,7,1,7,1,5,4,4,4,6,4,5,7,4,1,1,7,3,3,4,1,1,1,1,6,5,5,1,5,1,1,1,4,2, ,1,0,0, , ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,2,1,1,2, ,7, ,2, ,3,3,1,2,4,4,1,4, ,1,3,2,4,4,3,3,3,3,2,2,4,1,1,1,4,1,1,2,2,2,8,4,2,1,2,4,5,12,2,1,1,1,3,8,3,2,2,101,1,2,1,1,1,2,1,500,1,0,1,1,1,1,0,1,1,0,0,1,1,1,3,2,6,1,2,2,1
1,a805e44c-5655-4185-a0f1-da77ce241d84-dec52e5d3e0027443454155,14011027,102,1,111,372,1,2,1,2/2/2014,1,1,1976,38,1,5,2,3,2,2,4,1,4,1,4,4,4, ,1,3,5,2,1,1,2,1,1,2,2,1,3,4,3,4,2,3,4,1,1,1,4,1,3,5,4,3,5,3,5,4,3,6,3,2,2,2,2,3,2,2,3,1,2,1,5,5,5,5,5,4,3,3,4,4,4,2,7,4,1,2,7,3,2,3,1,4,1,5,5,2,5,5,3,1,1,1,1,1,2,1,1,0,1,0,0, ,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,102, , ,2, ,3,4,2,2,4,4,2,2,4,4, ,3,3,2,5,5,3,3,2,2,4,4,5,5,4,4,1,4, ,2,16,2,1,1,1,3, , ,2,1,1,1,2,5,4,1,2,101,1,1,1,2,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,0,1,7,2,9,1,2,1, 
1,03d22659-fa2e-4a5f-9063-c03c81f081a5-159b7d8e96f385344340522,14010062,103,1,109,212,1,1,1,1/25/2014,1,1,1960,54,1,1,3,3,2,2, ,2,4,4,3,4,4, ,4,2, ,2,1,1, ,2, , , ,1,3,4,4,4,2,4,2,3,2,2,4,1,2,1,1,2,5,2,4,1,1,5, ,1,1,2,1,1,2,2,4, ,3,2,2,2,4,6,5,4,2,2,2,2,2,5,6,3,1,5,6,3,2,4,1,6,3,5,1,7,7,8,8,10,10,1,7,2,1,0,0,0, ,0,0,0,0,0,1,1,3,2,4,4,2,4,1,3, ,2,2,1,0,0,1,1,3,1,1,2, ,3, ,2, ,3,4,2,2,4,2,2,1,2,1,2,1,4,3,3,3,3,3,2,2,3,1,1,2,3, ,5,2,4,1,8,0,1,2,1,2,10,10,2,2,2,3,2,4,1,4,2,101,1,2,5,1,1,1,1, ,1,1,1,1,1,1,0,1,1,1,1,1,0,1,3,2,3,1,2,1, 
1,19d58843-9dae-400c-913e-6298c5e38a27-c269df97f14848f44341422,14010208,101,1,102,32,1,2,1,2/13/2014,1,1,1961,53,2,5,3,3,1,1,3,1,4,3,4,3,3, ,4,2,10,2,1,1,2,2, , , ,2,3,3,4,4,2,3,3,2,1,2,3,2,4,5,4,4,6,5,6,3,5,6,3,2,2,5,5,3,4,2,2,3,2,2,4,6,4,4,2,2,2,2,3,3,4,5,4,5, ,3,4,3,2,3,2,10,5,1,3,8,7,4,6,8,8,3,6,2,1,0,0,0, ,0, , ,0,0,2,2,2,2,2,3,3,2,1,2,1, ,1,1,0,0,1,2,2,1,1,1,102, , ,1, ,2,2,2,2,1,4,1,3,3,1,3,3, ,2,4,2,3,2,1,2,2,3,3,2,6,2,3,5,5,2,6, ,1,2,1,4,10,10,2,2,3,3,2,6,2,1,2,101,1,2,4,1,1,2,1, ,1,1,1,1,1,1,0,1,1,1,1,1,0,1,2,2,4,1,2,1, 
1,9bc1564f-0c4a-4482-aa9c-d27b503ad621-412629d9afffe4844340858,14010969,104,1,127,1132,1,2,1,1/26/2014,1,1,1994,20,2,5,3,2,2,2,3,2,4,4,4,4,4, ,4,2,5,2,1,2,2,2, , , ,2,1,1,3,2, ,3,2,3,2,4,3,1,4,4,3,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,5,3,3,4,3,3,3,3,4,3,3,3,3,3,2,4,6,5,4,4,5,2,2,2,1,6,5,4,4,5,5,5,5,5,6,5,4,2,2,0,1,0,0, , , , ,0,2,3,2, ,4,4,3,4,1,3,2,2,2,0,1,0,1,2,1,1,1,2, ,6, ,2, ,3,3,2,2,4,4,2,1,3,1,2,2,3,2,3,3,3,3,2,2,3,5,5,6,6,5,5,1,3,2,14,4,4,4,4, , , ,2,2,2,2,1,4,1,0,2,101,1, ,1,2,1,1,1,12,1,1,1,0,1,1,0,1,1,1,0,1,0,1,4,2,3,1,2,1,0
1,815b9ca6-1ff2-4722-9a89-86c0ffb3a00c-af3686b5961117b54334897,14010718,103,1,115,642,1,1,1,2/2/2014,1,2,1991,23,1,3,3,1,2,2,4,2,3,1,4,3,4,4,4, ,5,2,2,1,2,1,2,3,2,2,3,3,4,3,2,4,4,2,2,1,3,2,1,7,5,5,4,6,3,4,1,2,1,1,4,1,1,1,1,1,1,4,7,1,1,4,4,7,1,5,4,4,4,4,4,4,7,1,4,5,7,2,1,4,2,1,1,1,5,5,1,1,1,10,1,3,6,2,2,0,0,0, ,1, ,0, ,0,1,2,1,4,1,3,1,1,1,2,2,1, ,1,1,0,1,1,1,1,1,2, ,3, ,2, ,4,1,1,2,1,1,2,1,4,1,5,4,4,3,3,4,3,3,2,2,4,1,1,1,1,1,1,4,1,2,12,0,5,1,1,4, , ,2,2,2,3,1,5,0,0,2,101,1,2,1,1,1,1,1,100,1,1,1,0,1,1,1,1,1,1,1,1,0,1,3,1,6,1,2,2,0
1,0a7fea43-310d-4b77-a8b5-e309743d45eb-cf4859b1e1039c2343441167,14010124,102,1,114,532,1,2,1,1/30/2014,1,1,1952,62,2,4,3,3,2,2,3,2,4,1,4,4,4, ,4,3,10,2,2,1,2,1,1,1,3,1,1,2,4,2,2,4,3,2,3,3,3,2,5,6,6,5,5,5,4,6,3,7,3,1,5,6,5,3,5,4,6,5,1,4,6,7,7,7,7,4,3,2,2,3,4,3,6,2,2,2,7,1,2,2,2,2,1,1,1,1,2,6,1,10,1,6,3,3,1,0,0,0, ,0,0, , ,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,3,1,1,1,101, , ,2, ,2,3,2,2,4,4,4,3,2,1,2,2,3,2,3,2,2,2,2,2,3,1,5,6,7,1,5,4,1,2,3,2,1,1,1,4,6,6,2,2,2,1,2,7,2,4,5,101,1,2,5,1,1, ,1, ,1,1,1,1,1,0,0,1,1,0,0,1,0,1,6,2,5,1,2,1, 
1,9bc1564f-0c4a-4482-aa9c-d27b503ad621-412629d9afffe4844340840,14010951,104,1,127,1121,1,2,1,1/27/2014,1,2,1969,45,1,5,3,3,2,2,3,2,3,1,4,4,4,4,4,2,5,2,1,1,2,2, , , ,1,3,2,4,2,2,2,2,3,2,3,3,1,5,5,5,5,5,5,7,6,5,4,6,5,5,4,7,4,5,5,6,5,7,4,4,4,5,5,4,3,3,3,2,2,1,3,7,6,4,6,6,3,2,3,2,8,4,4,4,10,10,7,7,7,1,4,5,2,2,0,0,0,0, , , ,0,0,2,3,2,2,2,2,2,3,1,2,1, ,2,1,0,1,2, ,3,1,1,1,102, , ,2, ,3, ,2,2,4,4,4,1,2,1,2,3,3,2,4,3,3,3,2,2,3,4,5,5,4,5,4,5,2,1,17,0,3,1,5, ,16, ,2,2,2,3,3,4,1,1,2,101,1,2,2,2,1,1,1,500,1,0,1,2,1,1,0,1,1,1,1,1,0,1,4,2,3,1,2,2,1
1,e9ecd3b9-0aa1-441c-8397-43244012df38-922bf6d41267be7f4343910,14011422,101,1,108,172,1,2,1,1/31/2014,1,1,1949,65,2,1,2,2,2,2,2,2,4,4,4,4,4, ,4,2,5,2,2,2,2,2, , , ,2,3,3,4,3,2,2,2,2,2,3,2,1,3,4,4,3,4,4,4,4,4,3,1,3,3,3,3,4,3,3,3,3,4,2,3,3,5,5,5,3,3,2,2,2,2,3,4,4,3,4,3,2,1,2,2,3,4,4,4,3,4,4,5,5,4,5,4,2,2,0,0,0, ,1, , , ,0,2,3,3,3,3,3,3,3,2, , , , , , , ,1,3,2,1,1,1,177, , ,2, ,3,1,2,2, , , , , , , , , , , ,5,3,3,2,2,2,5,5,5,5,5,3,2,5,1,8,3,4,3,1,4, , ,2,2, ,2,2,2,0,0,2,101,1,2,5,5,1,1,1,524,1,1,1,2,1,1,0,1,1,0,0,1,1,1,6,2,5,1,2,1,0
1,c45f1c8d-c0eb-494b-ad7e-eeaefdf0175a-e4eaeac04412b6904340757,14011149,104,3,120,882,1,4,1,1/26/2014,1,2,1984,30,2,3,3,3,2,2,2,2,4,2,3,4,3,4,4,2,9,2,1,1,2,2, , , ,2,4,4,4,3,2,3,3,2,2,2,1,1,4,5,4,4,5,5,4,5,7,7,1,4,6,5,4,7,6,7,5,3,6,1,5,6,5,7,3,2,2,2,2,2,3,5,7,4,2,4,7,2,2,3,1,6,8,5,10,5,7,3,10,2,2,4,7,2,1,0,0,0, , , ,0,0,0,1,3,3,2,5,2,4,5,1,3,1,2,2,1,1,0,1,2,1,1,1,1,101, , ,2, ,3,2,2,2,4,4,11,1,2,1,2,4,3,3,3,3,3,1,1,1,2,5,5,7,7,5,3,4,1,2,6,1,1,1,5, ,3, ,2,2,3,1,1,7,2,3,1,101,1,1,3,1,1, ,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,6,1,5,1,2,2,0
1,e3db4e1d-7229-4d52-80d6-7ee9d7672a32-958d6bebc99dc48f4344433,14011360,103,1,115,682,1,1,1,1/25/2014,1,2,1988,26,2,3,3,3,2,2,5,2,4,3,4,4,4,4,3,2,5,2,1,1,1,2, , , ,1,2,3,3,3,2,4,2,2,2,2,3,2,4,6,5,4,6,6,7,6,3,4,4,3,4,3,2,4,5,2,6,7,5,1,2,7,5,7,4,3,3, ,3,2,3,5,3,3,4,5,7,2,2,3,1,10,1,2,4,8,9,4,1,8,5,1,5,2,1,0,0,0, , ,0,0, ,0,1,2,1,1,2,2,1,1,1,1,1,1,1,1,0,0,3,1,1,1,1,1,102, , ,1,103,2,3,2,2,1,1,1,1,1,1,5,1,4,4,5,4,3,3,2,1,2,2,1,2,2,4,1,4,1,2,9, ,1,2,3, , , ,2,1,4, ,1,6,3,1,2,101,1,1,5,3,1,1, , ,1,0,0,0,0,1,0,1,0,0,0,1,0,0,5,1,4,1,2,2, 
1,92b70747-93eb-46f3-a902-0c2758576dd2-c292434e5bd4e76e4342160,14010885,102,1,111,352,1,3,1,1/28/2014,1,1,1988,26,1,5,2,2,2,2,3,2,4,1,4,4,4, ,1,2,4,2,2,2,2,2, , , ,1,2,2,2,2,2,3,2,2,2,2,3,2,5,7,4,5,7,3,7,6,2,7,2,2,1,3,4,5,3,2,3,7,6,4,5,7,5,7,6,4,2,2,2,2,4,2,6,4,3,3,7,1,1,3,1,5,6,5,7,6,7,7,6,6,6,4,5,2,2,0,0,0, ,0, ,0,0,1,1,2,3,2,4,2,3,2,1,2,1,2,2,1,0,0,1,2,2,1,1,1,103, , ,2, ,4,4,2,2,4,4,4,2,4,1,4,2,4,2,5,4,3,2,2,2,3,5,6,5,5,5,5,4,5,1,9,1,1,1,1,2,8,8,2,1,3,2,2,6,3,1,2,101,1,2,4,1,1,1,1, ,1,1,1,0,1,0,0,1,1,0,1,1,0,1,6,2,4,1,2,1, 
1,d4dd33a7-8cde-4bc1-ac32-8da5b1417a5d-a380c45ea789e5a843433346,14011277,103,1,117,792,1,3,1,1/29/2014,1,1,1986,28,2,57,2,2,2,2,2,2,4,4,2,4,4, ,1,2,3,2,1,1,2,2, , , ,2,4,3,4,1,2,3,4,2,2,2,3,1,3,4,4,5,6,5,5,6,7,5,4,6,5,7,5,3,2,1,6,4,4,4,7,7,7,7,6,3,2,2,2,2,4,5,5,2,4,5,7,1,2,2,1,2,2,1,1,1,1,1,1,1,1,5,2,2,2,1,0,0, , , , , , ,3,1,1,1,2,1,1,1,1, ,1,1,1,0,0,0,1,2,2,1,2,1, , , ,2, ,3,3,1,2,10,4,4,1,4,1,4,3, , ,3,2,3,1,1,2,4,3,1,4,2,1,4,4,5,2,9,3,1,2,3, ,2, ,2,1,4,3,1,4,0,0, ,101,1,1,4,1,1,1,1, ,1,1,0,0,1,1,0,1,1,0,1,1,0,0,7,2,6,1,1,1, 
1,92b70747-93eb-46f3-a902-0c2758576dd2-c292434e5bd4e76e4342181,14010894,101,2,124,1022,1,3,1,1/30/2014,1,2,1986,28,3,1,3,2,2,2,3,2,4,2,4,4,4,4,1,2,1,2,2,2,2,2, , , ,2,2,4,4,4,2,3,3,2,2,4,4,1,2,7,4,1,1,1,1,1,1,7,1,1,1,1,2,1,1,1,2,1,3,1,7,5,1,7,5,5,2,2,3,3,1,4,7,4,1,1,4,3,2,4,1,1,1,1,1,1,1,1,1,7,7,4,7,1,2,1,0,0, , , , , ,0,1,5,4,5,5,2,3,4,1,3, , ,2,1,0,0,1,3,3,1,1,1,103, , ,2, ,4,4,2,1,12,4,10,4, ,1,3,4,3,3,5,5,3,3,2,2,4,2,2,2,4,1,5,2,2,1,12,6,1,2,5, , , ,2,2,2,2,1,4,0,0, ,101,1,2,1,1,1, ,1, ,1,1,1,1,1,1,0,1,1,0,1,1,1,0,2,2,4,1,2,2, 
1,066767d6-7c2a-4a32-803d-6f27500df5e5-8b73e0cd66b15ae64340918,14010093,103,1,115,721,1,1,1,1/27/2014,1,1,1985,29,1,27,3,2,2,2,4,2,4,2,4,4,4, ,1,1,5,2, ,2,2,2, , , ,2,2,2,4,3,2,3,3,2,3,2,3,3,7,5,4,2,7,3,4,6,3,1, ,2,4,6,3,5,4,4,5,4,1,1,6,4,1,1,3,2,2,2,1,1,2,1,7,1,1,4,7,2,1,3,2,1,1,1,1,4,1,3,9,1,1,7,3,3,1,0,0,0, ,0, , ,0,0,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,97, ,3,2, ,3,4,2,2,4,2,2,1,5,1,2,2,3,2,5,3,3,3,1,1,4,1,1,7, ,5,1,4,2,1,12,1,1,2,1,1,13,8,2,2,2,2,2,4,2,2,2,101,1,1,2,1,1,1,1, ,1,0,1,1,1,1,0,1,0,0,0,1,1,1,7,2,6,1,2,1, 
